"시도별","모의 연령(5세계급)별","교육정도별","항목","단위","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"울산광역시","계","중학교","출생[명]","명","183","219","200","187","214","194","163","178","154","155","121","111","78","73",
"울산광역시","계","고등학교","출생[명]","명","4231","3894","3654","3498","3324","2966","2721","2675","2165","1888","1521","1350","1122","923",
"울산광역시","계","초대.전문대이상","출생[명]","명","6839","6806","7469","7783","8566","8115","8607","8804","8475","7222","6432","5968","5244","5007",
"울산광역시","계","대학(교)","출생[명]","명","6547","6502","7105","7351","8084","7610","8097","8232","7902","6764","5983","5543","4886","4609",
"울산광역시","계","대학원 이상","출생[명]","명","292","304","364","432","482","505","510","572","573","458","449","425","358","398",
"울산광역시","계","미상","출생[명]","명","62","63","59","21","7","17","34","41","91","91","57","87","152","105",
"울산광역시","15세미만","총계","출생[명]","명","0","0","0","0","0","0","0","0","1","0","0","1","2","0",
"울산광역시","15세미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","15세미만","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","1","2","0",
"울산광역시","15세미만","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","1","0","0","0","0","0",
"울산광역시","15세미만","중학교","출생[명]","명","0","0","0","0","0","0","0","0","1","0","0","0","0","0",
"울산광역시","15세미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","15세미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","15세미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","15세미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","15세미만","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","15 - 19세","총계","출생[명]","명","57","54","70","62","59","73","53","60","47","39","25","28","14","3",
"울산광역시","15 - 19세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","15 - 19세","초등학교","출생[명]","명","1","3","2","3","4","6","3","3","4","0","0","1","0","0",
"울산광역시","15 - 19세","중고등학교","출생[명]","명","48","43","57","55","52","66","50","55","43","36","24","26","12","3",
"울산광역시","15 - 19세","중학교","출생[명]","명","17","21","23","23","28","27","23","25","17","19","10","14","2","1",
"울산광역시","15 - 19세","고등학교","출생[명]","명","31","22","34","32","24","39","27","30","26","17","14","12","10","2",
"울산광역시","15 - 19세","초대.전문대이상","출생[명]","명","1","1","1","3","1","0","0","1","0","0","0","0","0","0",
"울산광역시","15 - 19세","대학(교)","출생[명]","명","1","1","1","3","1","0","0","1","0","0","0","0","0","0",
"울산광역시","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","15 - 19세","미상","출생[명]","명","7","7","10","1","2","1","0","1","0","3","1","1","2","0",
"울산광역시","20 - 24세","총계","출생[명]","명","689","639","538","478","560","512","561","503","479","419","328","270","225","178",
"울산광역시","20 - 24세","무학","출생[명]","명","6","2","7","3","4","4","1","1","0","2","1","0","3","2",
"울산광역시","20 - 24세","초등학교","출생[명]","명","18","22","9","18","11","9","11","6","2","2","2","2","3","1",
"울산광역시","20 - 24세","중고등학교","출생[명]","명","440","433","345","294","347","310","320","308","298","278","214","190","150","132",
"울산광역시","20 - 24세","중학교","출생[명]","명","61","89","77","53","72","68","36","52","48","55","37","28","20","22",
"울산광역시","20 - 24세","고등학교","출생[명]","명","379","344","268","241","275","242","284","256","250","223","177","162","130","110",
"울산광역시","20 - 24세","초대.전문대이상","출생[명]","명","201","170","168","156","198","187","226","183","177","130","105","73","58","39",
"울산광역시","20 - 24세","대학(교)","출생[명]","명","201","170","166","156","193","186","225","182","175","129","104","73","58","39",
"울산광역시","20 - 24세","대학원 이상","출생[명]","명","0","0","2","0","5","1","1","1","2","1","1","0","0","0",
"울산광역시","20 - 24세","미상","출생[명]","명","24","12","9","7","0","2","3","5","2","7","6","5","11","4",
"울산광역시","25 - 29세","총계","출생[명]","명","4546","4313","3971","3591","3541","2843","2731","2726","2499","2163","1818","1580","1377","1212",
"울산광역시","25 - 29세","무학","출생[명]","명","1","0","4","1","2","1","0","1","2","2","0","2","2","4",
"울산광역시","25 - 29세","초등학교","출생[명]","명","10","12","12","14","11","9","8","14","7","6","3","4","3","5",
"울산광역시","25 - 29세","중고등학교","출생[명]","명","1589","1376","1193","984","911","717","588","610","482","423","347","301","293","260",
"울산광역시","25 - 29세","중학교","출생[명]","명","49","55","41","46","52","52","43","48","40","31","25","27","18","15",
"울산광역시","25 - 29세","고등학교","출생[명]","명","1540","1321","1152","938","859","665","545","562","442","392","322","274","275","245",
"울산광역시","25 - 29세","초대.전문대이상","출생[명]","명","2933","2915","2758","2589","2617","2115","2129","2092","1994","1711","1458","1253","1049","919",
"울산광역시","25 - 29세","대학(교)","출생[명]","명","2842","2825","2677","2491","2536","2040","2046","2023","1927","1656","1417","1216","1017","885",
"울산광역시","25 - 29세","대학원 이상","출생[명]","명","91","90","81","98","81","75","83","69","67","55","41","37","32","34",
"울산광역시","25 - 29세","미상","출생[명]","명","13","10","4","3","0","1","6","9","14","21","10","20","30","24",
"울산광역시","30 - 34세","총계","출생[명]","명","4694","4558","5241","5633","6148","5962","6019","6048","5302","4336","3618","3436","3087","2908",
"울산광역시","30 - 34세","무학","출생[명]","명","0","1","2","1","4","0","0","1","1","2","3","3","3","1",
"울산광역시","30 - 34세","초등학교","출생[명]","명","4","5","9","6","7","5","3","5","4","8","4","5","3","1",
"울산광역시","30 - 34세","중고등학교","출생[명]","명","1614","1552","1530","1557","1493","1360","1212","1153","820","670","482","447","361","294",
"울산광역시","30 - 34세","중학교","출생[명]","명","23","29","33","39","43","27","36","33","31","21","34","28","22","19",
"울산광역시","30 - 34세","고등학교","출생[명]","명","1591","1523","1497","1518","1450","1333","1176","1120","789","649","448","419","339","275",
"울산광역시","30 - 34세","초대.전문대이상","출생[명]","명","3068","2993","3689","4066","4640","4590","4789","4871","4428","3621","3105","2950","2648","2564",
"울산광역시","30 - 34세","대학(교)","출생[명]","명","2907","2835","3466","3806","4339","4272","4489","4521","4093","3359","2879","2740","2466","2369",
"울산광역시","30 - 34세","대학원 이상","출생[명]","명","161","158","223","260","301","318","300","350","335","262","226","210","182","195",
"울산광역시","30 - 34세","미상","출생[명]","명","8","7","11","3","4","7","15","18","49","35","24","31","72","48",
"울산광역시","35 - 39세","총계","출생[명]","명","1247","1301","1435","1599","1635","1719","1943","2148","2324","2140","2089","1950","1652","1535",
"울산광역시","35 - 39세","무학","출생[명]","명","3","1","0","0","1","0","0","1","0","1","1","1","1","1",
"울산광역시","35 - 39세","초등학교","출생[명]","명","7","5","3","3","4","3","4","2","3","2","4","3","0","3",
"울산광역시","35 - 39세","중고등학교","출생[명]","명","642","618","625","693","616","576","593","635","566","535","483","408","315","231",
"울산광역시","35 - 39세","중학교","출생[명]","명","24","16","20","21","12","13","17","18","14","25","11","12","15","15",
"울산광역시","35 - 39세","고등학교","출생[명]","명","618","602","605","672","604","563","576","617","552","510","472","396","300","216",
"울산광역시","35 - 39세","초대.전문대이상","출생[명]","명","595","671","791","899","1013","1134","1337","1503","1736","1580","1587","1514","1306","1275",
"울산광역시","35 - 39세","대학(교)","출생[명]","명","558","619","734","832","935","1034","1219","1362","1577","1462","1432","1359","1190","1128",
"울산광역시","35 - 39세","대학원 이상","출생[명]","명","37","52","57","67","78","100","118","141","159","118","155","155","116","147",
"울산광역시","35 - 39세","미상","출생[명]","명","0","6","16","4","1","6","9","7","19","22","14","24","30","25",
"울산광역시","40 - 44세","총계","출생[명]","명","117","148","157","168","211","215","243","238","247","275","265","266","255","287",
"울산광역시","40 - 44세","무학","출생[명]","명","0","0","0","0","1","0","1","0","1","0","0","0","1","0",
"울산광역시","40 - 44세","초등학교","출생[명]","명","0","0","2","1","0","1","0","0","1","0","0","1","0","1",
"울산광역시","40 - 44세","중고등학교","출생[명]","명","76","90","95","98","114","127","119","91","104","99","89","87","68","75",
"울산광역시","40 - 44세","중학교","출생[명]","명","7","9","5","3","5","6","7","1","3","4","4","2","1","1",
"울산광역시","40 - 44세","고등학교","출생[명]","명","69","81","90","95","109","121","112","90","101","95","85","85","67","74",
"울산광역시","40 - 44세","초대.전문대이상","출생[명]","명","40","56","60","69","96","87","123","147","138","174","174","172","179","207",
"울산광역시","40 - 44세","대학(교)","출생[명]","명","37","52","59","62","79","76","115","136","128","154","151","149","152","186",
"울산광역시","40 - 44세","대학원 이상","출생[명]","명","3","4","1","7","17","11","8","11","10","20","23","23","27","21",
"울산광역시","40 - 44세","미상","출생[명]","명","1","2","0","0","0","0","0","0","3","2","2","6","7","4",
"울산광역시","45 - 49세","총계","출생[명]","명","6","1","10","8","6","5","5","8","7","9","6","8","5","3",
"울산광역시","45 - 49세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","45 - 49세","초등학교","출생[명]","명","0","0","0","3","0","0","0","0","0","0","0","0","0","0",
"울산광역시","45 - 49세","중고등학교","출생[명]","명","5","1","8","4","5","3","2","1","5","2","3","2","1","1",
"울산광역시","45 - 49세","중학교","출생[명]","명","2","0","1","2","2","1","1","1","0","0","0","0","0","0",
"울산광역시","45 - 49세","고등학교","출생[명]","명","3","1","7","2","3","2","1","0","5","2","3","2","1","1",
"울산광역시","45 - 49세","초대.전문대이상","출생[명]","명","1","0","2","1","1","2","3","7","2","6","3","6","4","2",
"울산광역시","45 - 49세","대학(교)","출생[명]","명","1","0","2","1","1","2","3","7","2","4","0","6","3","2",
"울산광역시","45 - 49세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","2","3","0","1","0",
"울산광역시","45 - 49세","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","1","0","0","0","0",
"울산광역시","50세이상","총계","출생[명]","명","0","0","1","0","0","0","0","0","0","0","0","0","0","1",
"울산광역시","50세이상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","50세이상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","50세이상","중고등학교","출생[명]","명","0","0","1","0","0","0","0","0","0","0","0","0","0","0",
